,is_fraud
878028,0
1291302,0
137301,0
1224787,0
713779,0
244600,0
544441,0
1108524,0
824621,0
1148259,0
881572,0
956076,0
70276,0
684092,0
263283,0
1167377,0
1014896,0
979884,0
453130,0
980809,0
1021427,0
944641,0
400690,0
271473,0
806045,0
300279,0
737264,0
658065,0
926491,0
553533,0
342435,0
749738,0
796270,0
465353,0
1217115,0
398731,0
329879,0
458784,0
432173,0
997880,0
842822,0
1109369,0
941840,0
849569,0
1132953,0
110051,0
270070,0
501405,0
1239287,0
804861,0
1156676,0
63864,0
996724,0
1253154,0
401190,0
788782,0
1045782,0
968021,0
357373,0
442042,0
641767,0
1277939,0
1252256,0
744030,0
500700,0
1010942,0
950478,0
1066760,0
603047,0
197808,0
383930,0
826108,0
1200633,0
677307,0
651383,0
465839,0
164876,0
201107,0
975572,1
525439,0
66498,0
1116854,0
708187,0
277815,0
1161729,0
1147758,0
613404,0
581216,0
518167,0
447828,0
175895,0
1104913,0
917044,0
651578,0
35019,0
163833,0
534858,0
251692,0
7451,0
277508,0
456870,0
869047,0
881554,0
623587,0
1073006,0
1055287,0
1051267,0
724463,0
876740,0
173418,0
941238,0
23455,0
1162503,0
236737,0
62238,0
1095866,0
356297,0
1104732,0
368073,0
119020,0
1246726,1
585048,0
1141014,0
814672,0
1044649,0
1250937,0
914946,0
1119337,0
1098383,0
459681,0
1181564,0
1082868,0
276295,0
555613,0
19106,0
49231,0
75870,0
742570,0
679529,0
1268009,0
816541,0
681159,0
858432,0
1241959,0
1270732,0
49346,0
1200298,0
123123,0
468441,0
492692,0
737737,0
531832,0
623752,0
218008,0
622736,0
352577,0
1231441,0
103507,0
1161952,0
901517,0
1024816,0
888320,0
531951,1
962048,0
418525,0
289194,0
93383,0
50208,0
753365,0
250345,0
598819,0
768129,0
148455,0
439952,0
551012,1
60883,0
189684,0
920982,0
1215626,0
697631,0
1099801,0
584379,0
661334,0
1085721,0
971027,0
770482,0
1122788,0
1217491,0
496918,0
310670,0
179078,0
851947,0
710903,0
994937,0
681456,0
927163,0
65372,0
386504,0
1123328,0
1039689,0
1203069,0
922390,0
620619,0
1037413,0
261931,0
152939,0
258524,0
972824,0
650609,0
436951,0
250367,0
219102,0
402011,0
952610,0
98092,0
1003058,0
877373,0
1259315,0
598816,0
718769,0
242893,0
162238,0
531847,0
437172,0
1185445,0
735270,0
130870,0
659,0
672845,0
1290193,0
178428,0
1180100,0
800628,0
237613,0
785919,0
1174000,0
157973,0
1223583,0
874745,0
1023056,0
1294363,0
1286094,0
1199692,0
659264,0
737799,0
965387,0
265741,0
415890,0
607339,0
194369,0
1271489,0
35341,0
425371,0
1051651,0
783579,0
398376,0
1057893,0
1183559,0
221183,0
440049,0
7728,0
637851,0
1209397,0
393293,0
352628,0
1262133,0
522830,0
1084182,0
775759,0
533401,0
117327,0
36003,0
546735,0
807102,0
539867,0
1200750,0
761313,0
855476,0
1279360,0
303258,0
56178,0
260265,0
475176,0
348508,0
1076456,0
1244747,0
1237458,0
209144,0
1207062,0
810976,0
111834,0
520547,0
131792,0
420191,0
812786,0
637928,0
828213,0
81195,0
367885,0
271498,0
527915,0
1262768,0
107648,0
566410,0
22625,0
59355,0
968844,0
268526,0
221983,0
440393,0
21003,0
338442,0
114051,0
1078905,0
875546,0
391413,0
1269820,0
849725,0
1252495,0
848014,0
1077259,0
147538,0
717002,0
1204513,0
1240436,0
28535,0
386568,0
751331,0
391117,0
570500,0
568496,0
1065890,1
566080,0
277306,0
1246928,0
955923,0
596511,0
107218,0
424339,0
103368,0
707164,0
1200305,0
919616,0
1269491,0
718266,0
424596,0
407892,0
235962,0
22019,0
917480,0
1269552,0
470091,0
454048,0
435884,0
841201,0
445308,0
31502,0
1018951,0
1187795,0
1290084,0
1017832,0
132268,0
893252,0
661595,0
266667,0
785347,0
644249,0
249614,0
505605,0
1121605,0
261276,0
326424,0
465943,0
839055,0
420848,0
336790,0
368389,0
680035,0
262920,0
716916,0
1274781,0
147911,0
291584,0
916737,0
229251,0
255234,0
801724,0
501712,0
894403,0
1109926,0
99083,0
321618,0
671785,0
820523,0
195572,0
784775,0
933121,0
952992,0
500968,0
404428,0
926231,0
312538,0
399092,0
193572,0
454066,0
871701,0
456662,0
1104634,0
694202,0
414628,0
540670,0
139277,0
1267476,0
158003,0
657407,0
35576,0
760020,0
1013593,0
1010566,0
1288659,0
957699,0
887537,0
495742,0
632248,0
525742,0
648910,0
236547,0
1237753,0
365701,0
983745,0
333844,0
215232,0
96408,0
1066255,0
110206,0
551912,0
616159,0
1207268,0
870805,0
264721,0
360370,0
7927,0
486641,0
1288101,0
1071176,0
691637,0
606139,0
262910,0
984774,0
271592,0
1225771,0
117734,0
1279959,0
1255281,0
198985,0
1236012,0
745380,0
921507,0
1022532,0
251143,0
1290442,0
1253880,0
234280,0
272551,0
890551,0
1209281,0
1120022,0
975902,0
903338,0
1087539,0
40073,0
796143,1
1276797,0
298111,0
1205578,0
449473,0
114806,0
1096087,0
595155,0
25245,0
506722,0
177300,0
1279490,0
594885,0
825821,0
123609,0
335968,0
173835,0
122791,0
1094487,0
993937,0
45746,0
441769,0
1166663,0
202223,0
244851,0
1092668,0
269103,0
491069,0
678366,0
818410,0
995874,0
678271,0
1066028,0
332549,0
220409,0
334410,0
1290925,0
1119789,0
16052,0
785107,0
1281019,0
424746,0
1254012,0
109178,0
39809,0
652908,0
314525,0
631477,0
1184214,0
24222,0
289814,0
398398,0
847328,0
222756,0
928932,0
797387,0
953022,0
641018,0
171727,0
778569,0
1214801,0
1140410,0
555205,0
1147915,0
1292229,0
993771,0
565619,0
1140986,0
953191,0
873676,0
1237699,0
651070,0
567935,0
325309,0
242633,0
442047,0
1219066,1
568741,0
843311,0
234185,0
217520,0
266544,0
1068090,0
494457,0
1199635,0
767756,0
1242055,0
807925,0
98843,0
688868,0
1046555,0
1252448,0
280802,0
644299,0
896740,0
441123,0
375318,0
676302,0
694256,0
652364,0
614252,0
518053,0
378529,0
1155932,0
1069323,0
760888,0
342357,0
598371,0
541108,0
131768,0
971097,0
378131,0
1094973,0
457769,0
703396,0
79990,0
1036333,0
325591,0
515594,0
980179,0
318843,0
192289,0
226772,0
910646,0
1032874,0
176749,0
696389,0
62058,0
19920,0
164088,0
808672,0
747616,0
837320,0
423277,0
1142981,0
511208,0
1241593,0
44539,0
17570,0
1057113,0
6867,0
209647,0
107012,0
823254,0
667107,0
1258550,0
446630,0
292631,0
1255911,0
32759,0
127993,0
811018,0
1203904,0
806494,0
77739,0
86334,0
834090,0
175468,0
186864,0
536051,0
664169,0
431774,0
1182623,0
879775,0
108811,0
587751,0
50801,0
883025,0
484878,0
124460,0
217091,0
763530,0
699010,0
565522,0
670703,0
1178057,0
373332,0
764532,0
1004168,0
1183029,0
1052723,0
237467,0
136282,0
885973,0
1197384,0
506508,0
636124,0
1214730,0
76802,0
801347,0
730559,0
971611,0
568072,0
1189189,0
280204,0
106435,0
1181624,0
438453,0
563543,0
1163119,0
642249,0
919823,0
136766,0
445367,0
1236925,0
1254136,0
871510,0
952164,0
909014,0
471020,0
604849,0
269883,0
108511,0
361460,0
871153,0
1218804,0
128038,0
270416,0
364085,0
1132357,0
496556,0
200559,0
85273,0
131533,0
178661,0
1091326,0
331549,0
781447,0
20790,0
635851,0
420824,0
1042201,0
1263300,0
93811,0
793742,0
984346,0
906224,0
992637,0
410882,0
506579,0
148414,0
870076,0
558177,0
184244,0
987297,0
980529,0
1113499,0
1197964,0
572953,0
461521,0
754240,0
217197,0
353188,0
564985,0
609860,0
399219,0
1149158,0
812347,0
193602,0
947586,0
523985,0
490127,0
1012516,0
893514,0
1081045,0
1270972,0
526294,0
581723,0
1076720,0
400779,0
833546,0
227788,0
832771,0
42410,0
1077456,0
305940,0
19504,0
1087564,0
197548,0
90065,0
194233,0
709431,0
940100,0
913519,0
354054,0
631657,0
427383,0
386803,0
605937,0
1191257,0
1041687,0
1202711,0
223155,0
185670,0
230119,0
823507,0
236921,0
709648,0
621401,0
547969,0
572726,0
1202908,0
1019050,0
856363,0
1086081,0
77493,0
478116,0
460106,0
384574,0
1166271,1
780652,0
730999,0
490512,0
416745,0
1019553,0
322208,0
821556,0
976866,0
48090,0
890836,0
1103044,0
387777,0
486299,0
560920,0
506427,0
1032078,0
1003443,0
607124,0
1169755,0
58492,0
827762,0
614617,0
565592,0
198109,0
701854,0
356473,0
250278,0
514604,0
572607,0
310174,0
755886,0
511557,0
420778,0
1065764,0
34976,0
573511,0
1093439,0
925907,0
651058,0
1113763,0
106087,0
609638,0
743172,0
315791,0
1131523,0
721646,0
445934,0
147029,0
905462,0
816581,0
976668,0
679421,0
327810,0
727172,0
897314,0
149189,0
593198,0
254476,0
1034603,0
402897,0
201855,0
501920,0
486149,0
785526,0
766791,0
1290633,0
1168785,0
251589,0
367485,0
66544,0
1219593,0
701338,0
525139,0
904542,0
150819,0
451032,0
44775,0
1126133,0
1084187,0
79201,0
836598,0
1096918,0
361171,0
964158,0
155601,0
1136873,0
1203787,0
91471,0
1153538,0
640379,0
737016,0
1239043,0
1189731,1
813027,0
1170497,0
610488,0
609186,0
71927,0
429745,0
752011,0
367724,0
419992,0
961751,0
1227717,0
757912,0
1154659,0
336989,0
1094275,0
1131454,0
531098,0
591334,0
725849,0
50854,0
1253662,0
415069,0
1077640,0
916303,0
208211,0
1152428,0
553822,0
1176803,0
166999,0
353393,0
77115,0
1031654,0
130154,0
63726,0
355262,0
351893,0
439115,0
376280,1
326726,0
401260,0
35628,0
326982,0
112141,0
846921,0
379259,0
670437,1
787217,0
598884,0
549514,0
1163615,0
571743,0
536142,0
526680,0
954403,0
1135795,0
36955,0
648162,0
769314,0
163065,0
113990,0
794688,0
1275334,0
457722,0
767021,0
488974,0
322555,0
262843,0
926767,0
344417,0
1190164,0
1215857,0
1247609,0
434430,0
119923,0
1183703,0
867599,0
636991,0
720081,0
1252447,0
641240,0
9429,0
323912,0
1163849,0
474160,0
814352,0
672422,0
540751,0
38794,0
318165,0
799136,0
145908,0
1057387,0
605453,0
1112159,0
922851,0
871975,0
525980,0
455848,0
752495,0
1166576,0
436188,0
825213,0
913134,0
101878,0
667813,0
496652,0
753052,0
7545,0
87805,0
1168338,0
1214375,0
868776,0
266723,0
189039,0
1106987,0
797781,0
445685,0
1068117,0
1175946,0
1241812,0
2844,0
1272167,0
929582,0
915001,0
857346,0
1109943,0
896545,0
906398,0
894638,0
264036,0
920907,0
1223238,0
96908,0
933326,0
196830,0
1024010,0
1020305,0
34656,0
391788,0
455133,0
193111,0
648205,0
659584,0
130080,0
858892,0
670534,0
753898,0
1038826,0
853218,0
848697,0
817610,0
504111,0
287107,0
462906,0
1151579,0
917089,0
624647,0
304137,0
1276876,0
867365,0
551287,0
812430,0
745863,0
501244,0
917071,0
1083677,0
1185535,0
444798,0
63688,0
1242987,0
873479,0
176615,0
348542,0
16514,0
758353,0
856826,0
551188,0
803052,0
566937,0
627129,0
711961,0
1016062,0
997991,0
1117644,0
126834,0
179043,0
767127,0
1223539,0
1122182,0
1128831,0
742392,0
115802,0
1287451,0
15573,0
115935,0
1247372,0
1084543,0
826134,0
181084,0
535000,0
1290987,0
187495,0
470040,0
46584,0
1141630,0
492527,0
432701,0
321258,0
982231,0
481857,0
1098592,0
256262,0
1117878,0
1176454,0
708232,0
683160,0
244298,0
252557,0
617446,0
20815,0
458922,0
836407,0
976260,0
910929,0
665019,0
83875,0
914074,0
435510,0
404685,0
296629,0
707565,0
849534,0
471670,0
724139,0
697286,0
717157,0
1015610,0
879863,0
1084298,0
749454,0
414565,0
547530,0
397366,0
17725,0
937198,0
11760,0
711645,0
1203748,0
485336,0
628518,0
27375,0
679921,0
688222,0
170313,0
1253419,0
65699,0
852673,0
903894,0
290498,0
21965,0
639126,0
1182050,0
893907,0
231904,0
583355,0
997226,0
338520,0
763096,0
986301,0
434952,0
861476,0
1189591,0
176548,0
547319,0
709501,0
482687,0
329958,0
1052670,0
1033951,0
464605,0
1129757,0
625044,0
383373,0
1188131,0
928032,0
67748,0
269488,0
991188,0
77955,0
462187,0
255213,0
500163,0
145301,0
724495,0
121139,0
336541,0
226797,0
1047037,0
383378,0
531944,0
223769,0
258986,0
1247715,0
34807,0
436686,0
1013100,0
105682,0
616389,0
922293,0
1193102,0
1234044,0
1137860,0
333922,0
492768,0
88939,0
542327,0
396912,0
511313,0
374664,0
881562,0
1188490,0
46918,0
796055,0
232761,0
871122,0
958254,0
1229885,0
282443,0
302728,0
661562,0
1154721,0
542058,0
682968,0
347061,0
1188592,0
1005562,0
155765,0
754666,0
1243737,0
1030143,0
6578,0
444554,0
572423,0
518081,0
1198271,0
545107,0
876700,0
84868,0
1129843,0
295024,0
961385,0
231727,0
1255728,0
246159,0
165797,0
282055,0
739080,0
533905,0
926403,0
1180704,0
951783,0
767684,0
837050,0
802618,0
418713,0
454381,0
647111,0
1152204,0
102438,0
223188,0
978950,0
506017,0
944086,0
203063,0
156485,0
568353,0
878427,0
1052360,0
156319,0
79966,0
921553,1
623301,0
765396,0
781906,0
882392,0
687388,0
390390,0
617094,0
922641,0
530588,0
833228,0
1035846,0
361764,0
1156332,0
261776,0
525719,0
796912,0
942526,0
1294789,0
768301,0
1015250,0
136272,0
1291273,0
44348,0
44572,0
316684,0
132465,0
546073,0
271171,0
1179583,0
1129619,0
1112783,0
584380,0
62525,0
161671,0
617603,0
874820,0
451981,0
1085034,0
867364,0
501217,0
1104972,0
531578,0
805437,0
1164081,0
1174868,0
125828,0
207800,0
166756,0
956891,0
756728,0
908220,0
717069,0
481381,0
228352,0
660621,0
1090802,0
1165949,0
965195,0
1063596,0
809901,0
445949,0
389755,0
1243172,0
410575,0
647,0
711206,0
1172425,0
418127,0
325039,0
323742,0
654382,1
962704,0
1086249,0
738144,0
1153985,0
13100,0
1233909,0
227881,0
35596,0
731184,0
493267,0
384609,0
505900,0
952873,0
290971,0
1226822,0
840822,0
68664,0
417632,0
801195,0
455332,0
3543,0
36041,0
453050,0
443479,0
307949,0
903421,0
380405,0
500269,0
463748,0
1163657,0
749355,0
966986,0
597067,1
488654,0
1117395,0
946489,0
1258256,0
545291,0
1125404,0
665890,0
893470,0
593786,0
1290056,0
427425,1
470509,0
551692,0
226858,0
739874,0
827049,0
207232,0
732322,0
870802,0
160146,0
179307,0
1212029,0
246141,0
853445,0
1109167,0
1011848,0
714089,0
972539,0
440938,0
442086,0
230622,0
981951,0
362077,0
80164,0
1270170,0
685537,0
923868,0
255082,0
658468,0
2791,0
444515,0
280439,0
1257820,0
1075686,0
488203,0
28475,0
654573,0
1081865,0
2986,0
854339,0
1291335,0
13924,0
1133456,0
873025,0
791543,0
1006655,0
504933,0
689639,0
698020,0
150475,0
179511,0
847610,0
486316,0
312602,0
900768,0
87271,0
33562,0
1166482,0
665969,0
1199308,0
6509,0
463462,0
110058,0
977734,0
679112,0
854455,0
6507,0
95431,0
436161,0
318969,0
469877,0
1063141,0
721689,0
632377,0
663422,0
273759,0
682240,0
1200773,0
372240,0
627139,0
627104,0
344623,0
1245418,0
107587,0
39353,0
172130,0
1004460,0
1107340,0
265385,0
1050327,0
215869,0
1066115,0
1168315,0
1019436,0
381560,0
1061032,0
1238406,0
832204,0
1121135,0
1135109,0
790646,0
669790,0
918751,0
1027673,0
347240,0
1060179,0
1244235,0
194562,0
1085834,0
406170,0
355993,0
529069,0
1070068,0
590155,0
1264749,0
845465,0
313317,0
1034651,0
421518,0
733198,0
216042,0
439223,1
121315,0
773380,0
207227,0
850748,0
1294797,0
1030743,0
992675,0
205722,0
340931,0
474842,0
209159,0
599208,0
1170982,0
1128452,0
841165,0
211390,0
950763,0
738798,0
379884,0
262238,0
692673,0
393699,0
86313,0
113323,0
981240,0
1228995,0
1147710,0
149231,0
131752,0
1078191,0
727883,0
305342,0
699595,0
487047,0
802455,0
1134277,0
586230,0
728485,0
365384,0
218786,0
510595,0
202838,0
286755,0
42266,0
720646,0
650830,0
394768,0
1038833,0
395828,0
965349,0
1216363,0
497928,0
999615,0
518942,0
546341,0
799662,0
279637,0
1268568,0
780332,0
102689,0
770392,0
753020,0
722863,0
486531,0
1181443,0
114011,0
1259325,0
1036217,0
725531,0
647484,0
714356,0
103,0
480133,0
973914,0
1273069,0
283624,0
1141108,0
401835,0
1249907,0
391904,0
513781,0
518640,0
152589,0
167894,0
193790,0
817648,0
933136,0
266356,0
973812,0
354577,0
301082,0
368083,0
530401,0
1156586,0
243893,0
135485,0
2755,0
688855,0
453349,0
910577,0
87003,0
458144,0
260236,0
289658,0
1087385,0
122904,0
1177264,0
46158,0
1139448,0
587843,0
24253,0
630156,0
138575,0
876949,0
478397,0
896816,0
1289187,0
669465,0
191642,0
1104201,0
450081,0
661867,0
921630,0
329220,0
32284,0
85887,0
570730,0
811671,0
71542,0
11711,0
493252,0
867157,0
1218808,0
417989,0
845171,0
62273,0
237187,0
1065946,0
587628,0
968010,0
1256849,0
457063,0
1180980,0
699991,0
640206,0
518639,0
965774,0
201909,0
492214,0
758658,0
909760,0
1134344,0
914208,0
143260,0
164731,0
409167,0
277378,0
434342,0
328839,0
630618,0
541839,0
291222,0
1198595,0
273753,0
671933,0
1032783,0
1134331,0
1118381,0
1208556,0
920880,0
1255592,0
646978,0
5103,0
959039,0
1155830,0
566626,0
329290,0
247897,0
328317,0
634322,0
1206284,0
277265,0
850022,0
290285,0
1111934,0
16761,0
387303,0
786766,0
317408,0
90129,0
339424,0
1192658,0
679577,0
1042455,0
685448,0
1179911,0
213531,0
608126,0
1098886,0
323244,0
660508,0
49349,0
1179096,0
1006775,0
1146648,0
589396,0
70990,0
967942,0
954265,0
625467,0
858758,0
955169,0
1152324,0
962075,0
227863,0
521093,0
1101576,0
290713,0
930627,0
909365,0
938974,0
114792,0
1281658,0
183402,0
101048,0
636951,0
604026,0
868381,0
959587,0
555908,0
218028,0
156060,0
650132,0
98154,0
757441,0
237400,0
639635,0
1145500,0
792534,0
1173474,0
118585,0
697834,0
1274656,0
501042,0
344957,0
1164665,0
66800,0
1162766,0
57266,0
786481,0
534934,0
567323,0
447764,0
456707,0
1218310,0
770148,0
876422,0
715157,0
1074886,0
817650,0
1014405,0
468400,0
454674,0
912471,0
863097,0
160038,0
237214,0
1042117,0
767963,0
1028305,0
142660,0
1262290,0
142446,0
628936,0
47678,0
528007,0
745156,0
13407,0
608296,0
156348,0
218648,0
15055,0
1024808,0
1128245,0
