,is_fraud
1214466,0
564837,0
420035,0
253115,0
479761,0
30114,0
1032831,0
935454,0
439995,0
163617,0
832827,0
915051,0
850808,0
1198254,0
1217505,0
300595,0
161866,0
310533,0
111150,0
854665,0
311016,0
647484,0
1178596,1
749895,0
423083,0
345294,0
788579,0
906584,0
762468,0
54272,0
465041,0
402158,0
995994,0
556960,0
730361,0
728728,0
276908,0
917479,0
394375,0
443637,0
992544,0
1134365,0
37984,0
39333,0
1197081,0
1012215,0
912046,0
55686,0
341801,0
710509,0
484971,0
1094980,0
1189556,0
759978,0
1098139,0
590962,0
1260518,0
499649,0
614260,0
215469,0
76626,0
1134839,1
961751,0
993082,0
1138684,0
535747,0
62306,0
857558,0
1201613,0
914484,0
976552,0
320678,0
1063383,0
1110217,0
609568,0
125768,0
1052073,0
861388,0
658450,0
216913,0
17051,0
712308,0
2158,0
841620,0
1123626,0
365017,0
171808,0
417521,0
18862,0
1186970,0
150727,0
820277,0
516488,0
854038,0
428639,0
1213268,0
192791,0
850107,0
714877,0
1229223,0
74571,0
707195,0
306295,0
870902,0
1073023,0
812397,0
527127,0
799259,0
356955,0
169626,0
374447,0
96510,0
1044545,0
67467,0
319534,0
932878,0
335355,0
1235205,0
1228590,0
781209,0
478947,0
662568,0
1174746,0
1161084,0
582630,0
848086,0
1179675,0
128033,0
809692,0
593298,0
1236742,0
323599,0
886184,0
261415,0
140688,0
934786,0
303553,0
60236,0
538572,0
944854,0
1081054,0
61473,0
932504,0
39232,0
3338,0
497019,0
690281,0
24115,0
996707,0
326125,0
327812,0
434728,0
781012,0
759277,0
67085,0
485913,0
604271,0
333831,0
62327,0
997895,0
929387,0
897580,0
656255,0
7516,0
561702,0
667072,0
687437,0
849008,0
85336,0
1031640,0
590181,0
219730,0
421188,0
751638,0
1053359,0
379385,0
880905,0
737242,0
103623,0
363555,0
179663,0
1139438,0
263391,0
656677,0
1152199,0
198226,0
584611,0
1033307,0
765352,0
206089,0
884037,0
340653,0
1040942,0
719501,0
878100,0
289256,0
344876,0
306771,0
1048932,0
379389,0
270852,0
258139,0
189031,0
1215109,0
1027891,0
783094,0
552383,0
1132000,0
1186705,0
1081719,0
1176604,0
535447,0
969320,0
507958,0
721574,0
686916,0
1125078,0
742480,0
104499,0
1223570,0
995027,0
59122,0
428170,0
78307,0
1048787,0
146581,0
540101,0
10801,0
66077,0
843340,0
1129566,0
819995,0
753534,0
1147331,0
381221,0
940047,0
1284654,0
725257,0
1268128,0
120715,0
751328,0
137383,0
356661,0
333093,0
663848,0
1208489,0
1090493,0
984676,0
1175189,0
1122981,0
566603,0
971036,0
731424,0
132929,0
777187,0
246365,0
571412,0
1268757,0
965260,0
98427,0
412849,0
769456,0
630236,0
432969,0
172084,0
211765,0
1047971,0
998003,0
322947,0
1043389,0
1206707,0
939594,0
582220,0
218882,0
4842,0
434580,0
1101397,0
450029,0
862768,0
459307,0
188393,0
1013311,0
1144120,0
945509,0
1248631,0
350344,0
777283,0
658440,0
107120,0
544629,0
1159858,0
597905,0
232098,0
1093032,0
751611,0
980902,0
806698,0
903303,0
148914,0
1128443,0
852190,0
848317,0
350493,0
296492,0
781786,0
1053182,0
876937,0
488059,0
1039919,0
8444,0
696068,0
264299,0
398689,0
473858,0
158402,0
280598,0
826117,0
847821,0
766891,0
328817,0
976611,0
22076,0
826756,0
13709,0
367218,0
31868,0
593093,0
593519,0
426637,0
946359,0
1021124,0
873000,0
1059704,0
993603,0
481203,0
944809,0
582185,0
157103,0
820816,0
639736,0
620078,0
906140,0
420963,0
182070,0
976687,0
1075274,0
319414,0
251589,0
846683,0
374702,0
707710,0
632094,0
210766,0
840,0
1266266,0
1177311,0
1253410,0
728578,0
834032,0
1194155,0
1131558,0
1176712,0
5439,0
225596,0
778494,0
614206,0
778642,0
274197,0
958787,0
148932,0
951518,0
550776,0
276707,0
108786,0
1042451,0
1178950,0
651055,0
79301,0
1292582,0
706309,0
317014,0
27866,0
656413,0
465428,0
232742,0
1114031,0
748515,0
266088,0
202581,0
1171915,0
199740,0
1080458,0
234348,0
184376,0
1074433,0
669317,0
711499,0
354299,0
868524,0
1165677,0
73399,0
875894,0
378813,0
1217165,0
631578,0
1286419,0
212310,0
661776,0
338126,0
104667,0
880783,0
1170781,0
27524,0
560618,0
1290487,0
847008,0
1074253,0
753544,0
824706,0
963768,0
767637,0
1059447,0
448082,0
719941,0
1031040,0
21428,0
872838,0
139418,0
681186,0
1199457,0
832960,0
379780,0
471636,0
932652,0
751351,0
214798,0
1140538,0
284034,0
100712,0
1074428,0
584451,0
922383,0
228679,0
884449,0
465858,0
1041907,0
526702,0
317440,0
1152617,0
1044449,0
443647,0
524538,0
1105985,0
624605,0
943307,0
389609,0
770509,0
855487,0
921854,0
948692,0
1026317,0
227728,0
1120732,0
630431,0
899184,0
109348,0
1205599,0
1114193,0
1052528,0
370240,0
246793,0
1247509,0
835830,0
434023,0
1060303,0
245371,0
812076,0
922767,0
529075,0
760907,0
1030004,0
378521,0
484136,0
442725,0
261597,0
1213744,0
176939,0
340288,0
446522,0
121947,0
1276342,0
764485,0
962681,0
511174,0
1261604,0
434902,0
1041851,0
594397,0
884643,0
7042,0
1285155,0
141175,0
203935,0
153298,0
984366,0
34374,0
799339,0
97467,0
1089952,0
584653,0
1248541,0
460020,0
106563,0
220450,0
670414,0
75654,0
687807,0
308920,0
952878,0
400212,0
534346,0
91641,0
321740,0
1186482,0
957411,0
734898,0
317303,0
86921,0
288674,0
722065,0
519576,0
1149019,0
1118600,0
1233698,0
601283,0
58786,0
178712,0
163034,0
1268534,0
1190088,0
691991,0
850071,0
519765,0
586817,0
94240,0
644748,0
642902,0
139123,0
242464,0
278649,0
1193261,0
967505,0
939071,0
173277,0
633494,0
825695,0
401262,0
284094,0
949714,0
883798,0
21437,0
515760,0
93528,1
578273,0
1196666,0
264816,0
661192,0
760764,0
649423,0
1058852,0
801520,0
425653,0
734618,0
1154130,0
1272864,0
1261408,0
483000,0
1265406,0
341479,0
106725,0
917560,0
730591,0
619494,0
196456,0
229522,0
524889,0
163208,0
773762,0
334426,0
486948,0
779092,0
857747,0
684034,0
282906,0
436627,0
294109,0
662711,0
467880,0
667267,0
796024,0
1031206,0
310514,0
1038772,0
1211079,0
254227,0
856278,0
127232,0
161414,0
596351,0
800856,0
32530,0
488036,0
1272439,0
1156838,0
738167,0
580429,0
1019583,0
1139961,0
639124,0
175109,0
626237,0
586929,0
164923,0
425431,0
723645,0
460520,0
352892,0
1051287,0
377495,0
624938,0
1277508,0
333845,0
1261141,0
649148,0
142401,0
499510,0
1196183,0
450450,0
202974,0
1016161,0
121930,0
815122,0
1011758,0
932791,0
150819,0
232231,0
247542,0
239923,0
402116,0
657449,0
640926,0
843384,0
351849,0
339029,0
886632,0
636671,0
1092135,0
288630,0
714650,0
583112,0
420583,0
1143593,0
417413,0
185957,0
101031,0
74482,0
96523,0
980479,0
226419,0
750090,0
464111,0
200733,0
972242,0
841173,0
994334,0
506244,0
629817,0
33671,0
21897,0
200984,0
818370,0
914836,0
504245,0
1066825,0
125736,0
261645,0
866212,0
326953,0
147396,0
1124450,0
370875,0
1109492,0
167437,0
12086,0
491853,0
607531,0
351379,0
1170505,1
116487,1
885020,0
1131927,0
467267,0
151434,0
630768,0
1175832,0
939320,0
448951,0
501136,0
960978,0
904969,0
658184,0
790683,0
520720,0
333665,0
739203,0
231457,0
250958,0
71310,0
541610,0
804175,0
629503,0
13699,0
452623,0
1156672,0
345772,0
391868,0
104860,0
1162892,1
301579,0
1119137,0
118894,0
595831,0
1253958,0
599324,0
1284974,0
801669,0
218168,0
446391,0
715768,0
210271,0
685859,0
650510,0
596921,0
76121,0
803570,0
1110457,0
997544,0
802811,0
156139,0
893938,0
601641,0
467651,0
1087848,0
117440,0
1059461,0
192475,0
859336,0
977528,0
948753,0
748635,0
956337,0
623958,0
582948,0
657079,0
1127087,0
425771,0
278828,0
474790,0
1092913,0
238475,0
910857,0
425209,0
382524,0
1083977,0
367093,0
1209905,0
879841,0
499955,0
91123,0
935630,0
611777,0
745174,0
1137762,0
415841,0
66829,0
442312,0
66009,0
451645,0
165942,0
778037,0
565013,0
1040465,0
904990,0
1124531,0
950521,0
804199,0
1218178,0
1102916,0
73686,0
61761,0
1148041,0
571747,0
571990,0
127376,0
1257604,0
348157,0
172837,0
879486,0
1204796,0
1197586,0
1152024,0
239978,0
594657,0
799276,0
1128835,0
644541,0
1163252,0
915685,0
111115,0
560993,0
270400,0
279904,0
629578,0
89342,0
216823,0
1244031,0
851741,0
368933,0
711315,0
258151,0
334180,0
1104553,0
145956,0
125554,0
883884,0
1022511,0
699676,0
1102519,0
533102,0
378030,0
126805,0
1240844,0
533618,0
636428,0
988757,0
429701,1
600064,0
1094453,0
240434,0
861307,0
1052926,0
380592,0
1009913,0
313926,0
411419,0
473241,0
936217,0
710492,0
1230377,0
937994,0
241441,0
481728,0
928327,0
392221,0
967669,0
610846,0
23967,0
847138,0
1198976,0
1104825,0
1194334,0
738049,0
39234,0
574269,0
502540,0
381963,0
1011204,0
1016677,0
1240463,0
422099,0
268717,0
767006,0
158804,0
521834,0
883006,0
576691,0
852736,0
269077,0
585538,0
358901,0
271187,0
1108716,0
416098,0
336427,0
412315,0
545370,0
24202,0
965154,0
1144693,0
343268,0
734075,0
379685,0
1021667,0
429424,0
1139556,0
169624,0
680404,0
766976,0
578733,0
1174551,0
840568,0
848310,0
191665,0
448261,0
1139551,0
240914,0
600392,0
347736,0
1072973,0
274169,0
1122430,0
756124,0
814632,0
1144903,0
575544,0
229246,0
1062723,0
1051289,0
853483,0
534502,0
1046112,0
424886,0
254214,0
71367,0
764349,0
565907,0
1082525,0
475800,0
1161596,0
544110,0
637550,0
801658,0
446372,0
59310,0
198276,0
258473,0
495541,0
199700,0
886144,0
261218,0
266209,0
559563,0
1109692,0
506979,0
810021,0
1167505,0
577658,0
644662,0
335316,0
1246435,0
94624,0
590800,0
884849,0
118775,0
386681,0
157595,0
564474,0
269661,0
1006430,0
573808,0
493635,0
524677,0
1263339,0
485787,0
94280,0
77931,0
183291,0
629480,0
608934,0
1252206,0
436531,0
502205,0
232249,0
558733,0
707791,0
1029383,0
1236303,0
517759,0
351476,0
1126969,0
1143415,0
316772,0
1057273,0
1222532,0
1040064,0
52298,0
167545,0
1031527,0
144265,0
14861,0
805717,0
339970,0
308412,0
80375,0
465751,0
910108,0
1099429,0
160883,0
1107925,0
406062,0
1078692,0
1146853,0
943454,0
1137491,0
941508,0
865283,0
1203411,0
189891,0
585867,0
1173241,0
223916,0
969811,0
1275005,0
65975,0
356815,0
1058227,0
593890,0
515581,0
879854,0
1110597,0
403140,0
481669,0
573555,0
1239429,0
589200,0
1048924,0
448292,0
1276111,0
737440,0
190152,0
690483,0
110255,0
403537,0
54717,0
453521,0
108897,0
1156296,0
450009,0
462326,0
238945,0
420525,0
687341,0
599928,0
356035,0
896428,0
966889,0
892257,0
1012275,0
387291,0
114572,0
58794,0
858294,0
1187146,0
1148600,0
1275447,0
418662,0
1107117,0
1143926,0
925446,0
313822,0
1086739,0
361122,0
526937,0
390922,0
441659,0
757415,0
1113758,1
154238,0
331325,0
1191933,0
1267523,0
32011,0
772255,0
1023393,0
153729,0
1076762,0
734102,0
430921,0
996135,0
37809,0
945939,0
698259,0
318545,0
438756,0
46372,0
1099969,0
1163883,0
142261,0
487451,0
541840,0
602966,0
275474,0
218014,0
1060558,0
28418,0
359294,0
254374,0
964096,0
1092077,0
349840,0
934811,0
1151062,0
191622,0
796491,0
1095159,0
833041,0
931784,0
997430,0
611818,0
847646,0
220482,0
757477,0
1112579,0
962576,0
873151,0
747816,0
1099615,0
498912,0
143458,0
627382,0
313392,0
51561,0
611632,0
904618,0
744044,0
124682,0
1120616,0
595137,0
649099,0
47628,0
16229,0
593383,0
1211107,0
1040522,0
461568,0
258303,0
830069,0
677929,0
408888,0
1197008,0
1273796,0
46831,0
492901,0
82791,0
1031636,0
1147446,0
984634,0
519612,0
141756,0
515125,0
719320,0
506171,0
481361,0
1144721,0
959612,0
1075114,0
426150,0
207148,0
526270,0
1125786,0
649628,0
603047,0
872262,0
598977,0
303969,0
458278,0
766568,0
1277810,0
483618,0
427754,0
930757,0
206508,0
1022205,0
555196,0
827305,0
496868,0
503458,0
729811,0
249007,0
290800,0
135203,0
1293405,0
601472,0
373481,0
578685,0
223987,0
1209072,0
1208846,0
601796,0
913678,0
982501,0
862146,0
107835,0
448131,0
398860,0
727241,0
14783,0
853603,0
400337,0
627174,0
885526,0
849799,0
1092939,0
68325,0
289841,0
658609,0
26641,0
1177142,0
374438,0
950374,0
60256,0
804114,0
1265029,0
573841,1
776101,0
813006,0
1188472,0
826090,0
663723,0
1040867,0
508839,0
1256777,0
551705,0
1185046,0
355987,0
623471,0
11558,0
86008,0
1255383,1
366222,0
394731,0
716536,0
27280,0
27405,0
1208513,0
270779,0
246877,0
196990,0
955413,0
541245,0
783740,0
320796,0
697807,0
311517,0
767810,0
769664,0
1240165,0
665882,0
475512,0
267853,0
798911,0
680491,0
991336,0
530581,0
555266,0
1125294,0
299427,0
344037,0
92071,0
971263,0
952362,0
495169,0
458381,0
92373,0
917852,0
56310,0
757654,0
1050974,0
854808,0
921330,0
1074280,0
581804,0
316117,0
680497,0
1150256,0
1084937,0
1031289,0
775712,1
1076832,0
1113105,0
39408,0
457944,0
733981,0
325650,0
1296332,0
324583,0
33293,0
262163,0
320557,0
673088,0
489325,0
149927,0
428268,0
1176289,0
686411,0
657089,0
806879,0
1047524,0
764643,0
892152,0
442205,0
1027055,0
490322,0
523123,0
240569,0
998303,0
854687,0
1055385,0
174084,0
356904,0
36717,0
1263462,0
941713,0
1153723,0
901904,0
337979,0
1045479,0
1254225,0
1277133,0
156378,0
788674,0
1049682,0
145905,0
150380,0
978710,0
108495,0
648690,0
20249,0
44649,0
158264,0
212118,0
196944,0
343050,0
1184731,0
1118704,0
173191,0
352373,0
459845,0
1045083,0
497034,0
288962,0
858366,0
409606,0
2534,0
847037,0
1117305,0
262017,0
946425,0
1052284,0
1133717,0
599373,0
939686,0
694987,0
603373,0
285938,0
1294381,0
1139301,0
1249583,0
777730,0
175212,0
1221911,0
1050717,0
111937,0
52336,0
370147,0
1129529,0
771671,0
382504,0
1243388,0
64741,0
960659,0
269815,0
1159405,0
661294,0
780001,0
1125828,0
351952,0
1223074,0
355934,0
576328,0
1131439,0
1189174,0
934293,0
427694,0
863087,0
357564,0
827274,0
817278,0
940731,0
971853,0
581053,0
1194242,0
593285,0
1072177,0
824727,0
7045,0
39002,0
1140916,0
836617,0
962054,0
158614,0
201888,0
1033536,0
760838,0
1036025,0
724242,0
1007602,0
698098,0
1005714,0
1192280,0
93765,0
1136209,0
937379,0
101577,0
169410,0
523438,0
512885,0
991466,0
106266,0
1131434,0
920891,0
1141371,0
219591,0
1087198,0
1061465,0
155547,0
612509,0
85979,0
563405,0
124258,0
615355,0
548725,0
698985,0
775138,0
943530,0
398168,0
839145,0
577555,0
54922,0
40225,0
1001932,0
949315,0
40029,0
759955,0
351354,0
550725,0
328286,0
612051,0
1101028,0
726500,0
240154,0
153417,0
293367,0
554920,0
1254863,0
1090722,0
808133,0
90165,0
604020,0
31206,0
132864,0
981107,0
836712,0
698054,0
916153,0
1189371,0
426383,0
771026,0
1076368,0
899806,0
289009,0
1040554,0
536944,0
685215,0
1131298,0
888400,0
1006920,0
755278,0
609989,0
138508,0
359436,0
893136,0
839704,0
580263,0
566671,0
837466,0
853698,0
588368,0
217048,0
886274,0
420080,0
9741,0
503115,0
474210,0
1283802,0
1073406,0
1031163,0
383919,0
849158,0
1192103,0
734619,0
624287,0
755933,0
1227067,0
753291,0
13992,0
510776,0
97980,0
1174232,0
631063,0
893976,0
997574,0
359137,0
208200,0
194560,0
1000831,0
1022509,0
106017,0
1268391,0
947190,0
1182118,0
367967,0
208335,0
474431,0
208995,0
777997,0
328280,0
751067,0
1086029,0
528070,0
659157,0
716702,0
958713,0
578892,0
214153,0
618620,0
281191,0
808131,0
926317,0
531846,0
864320,0
1051691,0
1255425,0
645685,0
667419,0
563081,0
158819,0
293930,0
985823,0
231133,0
1011538,0
1263361,0
833806,0
374891,0
988914,0
910478,0
620591,0
1080608,0
346718,0
254175,0
54100,1
360666,0
67853,0
172629,0
1279661,0
529286,0
163227,0
184980,0
870213,0
558869,0
206230,0
1172698,0
396678,0
823105,0
145157,0
721580,0
276745,0
1264336,0
1160695,0
133740,0
1205299,0
917644,0
325533,0
206617,0
616727,0
728156,0
1197286,0
428102,0
89306,0
823362,0
821907,0
306807,0
218103,0
771756,0
370914,0
158122,0
378027,0
327533,0
534860,0
236960,0
103158,0
623425,0
926188,0
321266,0
1081223,0
572705,0
813660,0
712651,0
286810,0
1048725,0
369838,0
832426,0
410663,0
593484,0
549,0
1260535,0
888584,0
870234,0
918852,0
538789,0
408183,0
429761,0
1165663,0
282949,0
531280,0
192107,0
1146397,0
758615,0
521648,0
538425,0
188849,0
35989,0
496715,0
1257353,0
655263,0
656035,0
254316,0
495550,0
67628,0
945438,0
523428,0
491732,0
1092438,0
306819,0
332442,0
736329,0
887400,0
368178,0
1163220,0
541675,0
484471,0
180457,0
698412,0
501519,0
782394,0
1155638,0
215845,0
441129,0
352865,0
1100859,0
452733,0
722580,0
717041,0
487687,0
481932,0
975148,0
48159,0
669314,0
422348,0
122357,0
675216,0
1189197,0
124901,0
1181201,0
976415,0
591604,0
1016152,0
84356,0
58408,0
463576,0
1082102,0
1170577,0
995176,0
122558,0
509427,0
659815,0
1112468,0
475090,0
320024,0
126854,0
981096,0
930939,0
157762,0
805888,0
310227,0
126916,0
208257,0
1267357,0
952787,0
1081442,0
77292,0
128587,0
680006,0
149975,0
1225049,0
232321,0
1196955,0
761097,0
512383,0
567397,0
652206,0
873494,0
1042777,0
38973,0
651995,0
829602,0
371000,0
889491,0
510944,0
525217,0
632245,0
894758,0
37016,0
1026114,0
996200,0
329831,0
830498,0
821405,0
100263,0
496233,0
556471,0
1124657,0
808205,0
75409,0
1287420,0
945661,0
752906,0
96184,0
1019512,0
1241618,0
843871,0
894196,0
925723,0
1028048,0
1218586,0
616515,0
1193416,0
19247,0
733239,0
401625,0
959535,0
519485,0
534487,0
360359,0
994270,0
10102,0
244534,0
952774,0
527995,0
55147,0
1127912,0
309379,0
419407,0
844066,0
899111,0
412554,0
79901,0
1161125,0
292213,0
908462,0
333598,0
29719,0
78627,0
624219,0
278094,0
485867,0
59933,0
539018,0
412185,0
532407,0
173189,0
43556,0
573723,0
26406,0
406908,0
534122,1
1261937,0
646105,0
977511,0
93978,0
829152,0
